,Feat,Tfs,corpus_index
0,ar condicionado,360.0,0.0
1,vidros elétricos,208.0,0.0
2,direção hidráulica,181.0,0.0
3,travas elétricas,159.0,0.0
4,ar condicionado,360.0,1.0
5,computador bordo,210.0,1.0
6,vidros elétricos,208.0,1.0
7,rodas liga,207.0,1.0
8,direção hidráulica,181.0,1.0
9,liga leve,202.0,1.0
10,air bag,165.0,1.0
11,freio abs,169.0,1.0
12,chave reserva,146.0,1.0
13,travas elétricas,159.0,1.0
14,bancos couro,145.0,1.0
15,retrovisores elétricos,138.0,1.0
16,ar condicionado,360.0,2.0
17,ipva pago,153.0,2.0
18,chave reserva,146.0,2.0
19,travas elétricas,159.0,2.0
20,direção elétrica,168.0,2.0
21,ar condicionado,360.0,3.0
22,computador bordo,210.0,3.0
23,air bag,165.0,3.0
24,retrovisores elétricos,138.0,3.0
25,ar condicionado,360.0,4.0
26,vidros elétricos,208.0,4.0
27,direção hidráulica,181.0,4.0
28,chave reserva,146.0,4.0
29,travas elétricas,159.0,4.0
30,chave reserva,146.0,7.0
31,ar condicionado,360.0,8.0
32,computador bordo,210.0,8.0
33,rodas liga,207.0,8.0
34,liga leve,202.0,8.0
35,ipva pago,153.0,8.0
36,desembaçador traseiro,187.0,8.0
37,freio abs,169.0,8.0
38,único dono,139.0,8.0
39,regulagem altura,155.0,8.0
40,bancos couro,145.0,8.0
41,ano cor,117.0,8.0
42,retrovisores elétricos,138.0,8.0
43,ar condicionado,360.0,9.0
44,vidros elétricos,208.0,9.0
45,desembaçador traseiro,187.0,9.0
46,air bag,165.0,9.0
47,direção elétrica,168.0,9.0
48,bancos couro,145.0,9.0
49,ar condicionado,360.0,10.0
50,vidros elétricos,208.0,10.0
51,chave reserva,146.0,10.0
52,direção elétrica,168.0,10.0
53,computador bordo,210.0,11.0
54,rodas liga,207.0,11.0
55,liga leve,202.0,11.0
56,ipva pago,153.0,11.0
57,desembaçador traseiro,187.0,11.0
58,freio abs,169.0,11.0
59,único dono,139.0,11.0
60,direção elétrica,168.0,11.0
61,regulagem altura,155.0,11.0
62,ano cor,117.0,11.0
63,retrovisores elétricos,138.0,11.0
64,ar condicionado,360.0,13.0
65,computador bordo,210.0,13.0
66,vidros elétricos,208.0,13.0
67,direção hidráulica,181.0,13.0
68,ipva pago,153.0,13.0
69,air bag,165.0,13.0
70,freio abs,169.0,13.0
71,travas elétricas,159.0,13.0
72,computador bordo,210.0,14.0
73,freio abs,169.0,14.0
74,direção elétrica,168.0,14.0
75,regulagem altura,155.0,14.0
76,air bag,165.0,17.0
77,ar condicionado,360.0,19.0
78,regulagem altura,155.0,19.0
79,bancos couro,145.0,19.0
80,retrovisores elétricos,138.0,19.0
81,ar condicionado,360.0,25.0
82,vidros elétricos,208.0,25.0
83,direção hidráulica,181.0,25.0
84,travas elétricas,159.0,25.0
85,chave reserva,146.0,26.0
86,pneus novos,95.0,27.0
87,ar condicionado,360.0,29.0
88,ar condicionado,360.0,30.0
89,chave reserva,146.0,30.0
90,ar condicionado,360.0,34.0
91,vidros elétricos,208.0,34.0
92,direção hidráulica,181.0,34.0
93,chave reserva,146.0,34.0
94,travas elétricas,159.0,34.0
95,ar condicionado,360.0,35.0
96,pneus novos,95.0,35.0
97,ar condicionado,360.0,37.0
98,direção hidráulica,181.0,37.0
99,ipva pago,153.0,37.0
100,único dono,139.0,39.0
101,ar condicionado,360.0,40.0
102,vidros elétricos,208.0,40.0
103,rodas liga,207.0,40.0
104,liga leve,202.0,40.0
105,travas elétricas,159.0,40.0
106,direção elétrica,168.0,40.0
107,bancos couro,145.0,40.0
108,retrovisores elétricos,138.0,40.0
109,ar condicionado,360.0,41.0
110,vidros elétricos,208.0,41.0
111,direção hidráulica,181.0,41.0
112,travas elétricas,159.0,41.0
113,retrovisores elétricos,138.0,41.0
114,pneus novos,95.0,45.0
115,ar condicionado,360.0,47.0
116,computador bordo,210.0,47.0
117,vidros elétricos,208.0,47.0
118,desembaçador traseiro,187.0,47.0
119,travas elétricas,159.0,47.0
120,bancos couro,145.0,47.0
121,pneus novos,95.0,47.0
122,ipva pago,153.0,48.0
123,chave reserva,146.0,49.0
124,chave reserva,146.0,50.0
125,rodas liga,207.0,51.0
126,computador bordo,210.0,52.0
127,desembaçador traseiro,187.0,52.0
128,freio abs,169.0,52.0
129,direção elétrica,168.0,52.0
130,regulagem altura,155.0,52.0
131,ar condicionado,360.0,55.0
132,vidros elétricos,208.0,55.0
133,rodas liga,207.0,55.0
134,publicado revenda,71.0,55.0
135,direção hidráulica,181.0,55.0
136,liga leve,202.0,55.0
137,desembaçador traseiro,187.0,55.0
138,ar condicionado,360.0,57.0
139,computador bordo,210.0,57.0
140,vidros elétricos,208.0,57.0
141,rodas liga,207.0,57.0
142,liga leve,202.0,57.0
143,desembaçador traseiro,187.0,57.0
144,air bag,165.0,57.0
145,freio abs,169.0,57.0
146,único dono,139.0,57.0
147,travas elétricas,159.0,57.0
148,direção elétrica,168.0,57.0
149,regulagem altura,155.0,57.0
150,bancos couro,145.0,57.0
151,retrovisores elétricos,138.0,57.0
152,computador bordo,210.0,58.0
153,ipva pago,153.0,58.0
154,desembaçador traseiro,187.0,58.0
155,freio abs,169.0,58.0
156,único dono,139.0,58.0
157,ano cor,117.0,58.0
158,ar condicionado,360.0,59.0
159,ar condicionado,360.0,61.0
160,rodas liga,207.0,61.0
161,liga leve,202.0,61.0
162,chave reserva,146.0,62.0
163,ar condicionado,360.0,63.0
164,vidros elétricos,208.0,63.0
165,direção hidráulica,181.0,63.0
166,travas elétricas,159.0,63.0
167,ar condicionado,360.0,64.0
168,computador bordo,210.0,64.0
169,vidros elétricos,208.0,64.0
170,rodas liga,207.0,64.0
171,direção hidráulica,181.0,64.0
172,liga leve,202.0,64.0
173,air bag,165.0,64.0
174,freio abs,169.0,64.0
175,chave reserva,146.0,64.0
176,travas elétricas,159.0,64.0
177,bancos couro,145.0,64.0
178,retrovisores elétricos,138.0,64.0
179,ar condicionado,360.0,65.0
180,ipva pago,153.0,65.0
181,chave reserva,146.0,65.0
182,travas elétricas,159.0,65.0
183,direção elétrica,168.0,65.0
184,ar condicionado,360.0,66.0
185,computador bordo,210.0,66.0
186,air bag,165.0,66.0
187,retrovisores elétricos,138.0,66.0
188,ar condicionado,360.0,67.0
189,vidros elétricos,208.0,67.0
190,direção hidráulica,181.0,67.0
191,chave reserva,146.0,67.0
192,travas elétricas,159.0,67.0
193,chave reserva,146.0,70.0
194,ar condicionado,360.0,71.0
195,computador bordo,210.0,71.0
196,rodas liga,207.0,71.0
197,liga leve,202.0,71.0
198,ipva pago,153.0,71.0
199,desembaçador traseiro,187.0,71.0
200,freio abs,169.0,71.0
201,único dono,139.0,71.0
202,regulagem altura,155.0,71.0
203,bancos couro,145.0,71.0
204,ano cor,117.0,71.0
205,retrovisores elétricos,138.0,71.0
206,ar condicionado,360.0,72.0
207,vidros elétricos,208.0,72.0
208,desembaçador traseiro,187.0,72.0
209,air bag,165.0,72.0
210,direção elétrica,168.0,72.0
211,bancos couro,145.0,72.0
212,ar condicionado,360.0,73.0
213,vidros elétricos,208.0,73.0
214,chave reserva,146.0,73.0
215,direção elétrica,168.0,73.0
216,computador bordo,210.0,74.0
217,rodas liga,207.0,74.0
218,liga leve,202.0,74.0
219,ipva pago,153.0,74.0
220,desembaçador traseiro,187.0,74.0
221,freio abs,169.0,74.0
222,único dono,139.0,74.0
223,direção elétrica,168.0,74.0
224,regulagem altura,155.0,74.0
225,ano cor,117.0,74.0
226,retrovisores elétricos,138.0,74.0
227,ar condicionado,360.0,76.0
228,computador bordo,210.0,76.0
229,vidros elétricos,208.0,76.0
230,direção hidráulica,181.0,76.0
231,ipva pago,153.0,76.0
232,air bag,165.0,76.0
233,freio abs,169.0,76.0
234,travas elétricas,159.0,76.0
235,computador bordo,210.0,77.0
236,freio abs,169.0,77.0
237,direção elétrica,168.0,77.0
238,regulagem altura,155.0,77.0
239,air bag,165.0,80.0
240,ar condicionado,360.0,82.0
241,regulagem altura,155.0,82.0
242,bancos couro,145.0,82.0
243,retrovisores elétricos,138.0,82.0
244,ar condicionado,360.0,88.0
245,vidros elétricos,208.0,88.0
246,direção hidráulica,181.0,88.0
247,travas elétricas,159.0,88.0
248,chave reserva,146.0,89.0
249,pneus novos,95.0,90.0
250,ar condicionado,360.0,92.0
251,ar condicionado,360.0,93.0
252,chave reserva,146.0,93.0
253,ar condicionado,360.0,97.0
254,vidros elétricos,208.0,97.0
255,direção hidráulica,181.0,97.0
256,chave reserva,146.0,97.0
257,travas elétricas,159.0,97.0
258,ar condicionado,360.0,98.0
259,pneus novos,95.0,98.0
260,ar condicionado,360.0,102.0
261,vidros elétricos,208.0,102.0
262,direção hidráulica,181.0,102.0
263,chave reserva,146.0,102.0
264,travas elétricas,159.0,102.0
265,ar condicionado,360.0,103.0
266,pneus novos,95.0,103.0
267,ar condicionado,360.0,105.0
268,direção hidráulica,181.0,105.0
269,ipva pago,153.0,105.0
270,único dono,139.0,107.0
271,ar condicionado,360.0,108.0
272,vidros elétricos,208.0,108.0
273,rodas liga,207.0,108.0
274,liga leve,202.0,108.0
275,travas elétricas,159.0,108.0
276,direção elétrica,168.0,108.0
277,bancos couro,145.0,108.0
278,retrovisores elétricos,138.0,108.0
279,ar condicionado,360.0,109.0
280,vidros elétricos,208.0,109.0
281,direção hidráulica,181.0,109.0
282,travas elétricas,159.0,109.0
283,retrovisores elétricos,138.0,109.0
284,pneus novos,95.0,113.0
285,ar condicionado,360.0,115.0
286,computador bordo,210.0,115.0
287,vidros elétricos,208.0,115.0
288,desembaçador traseiro,187.0,115.0
289,travas elétricas,159.0,115.0
290,bancos couro,145.0,115.0
291,pneus novos,95.0,115.0
292,ipva pago,153.0,116.0
293,chave reserva,146.0,117.0
294,ar condicionado,360.0,119.0
295,rodas liga,207.0,119.0
296,liga leve,202.0,119.0
297,único dono,139.0,119.0
298,direção elétrica,168.0,119.0
299,ar condicionado,360.0,120.0
300,direção hidráulica,181.0,120.0
301,liga leve,202.0,120.0
302,rodas liga,207.0,124.0
303,liga leve,202.0,124.0
304,publicado revenda,71.0,127.0
305,publicado revenda,71.0,128.0
306,computador bordo,210.0,129.0
307,ipva pago,153.0,129.0
308,desembaçador traseiro,187.0,129.0
309,freio abs,169.0,129.0
310,único dono,139.0,129.0
311,bancos couro,145.0,129.0
312,ano cor,117.0,129.0
313,retrovisores elétricos,138.0,129.0
314,chave reserva,146.0,130.0
315,chave reserva,146.0,133.0
316,rodas liga,207.0,135.0
317,liga leve,202.0,135.0
318,chave reserva,146.0,135.0
319,ar condicionado,360.0,136.0
320,computador bordo,210.0,136.0
321,ipva pago,153.0,136.0
322,desembaçador traseiro,187.0,136.0
323,ano cor,117.0,136.0
324,pneus novos,95.0,137.0
325,air bag,165.0,139.0
326,liga leve,202.0,140.0
327,air bag,165.0,140.0
328,chave reserva,146.0,140.0
329,único dono,139.0,140.0
330,ar condicionado,360.0,141.0
331,vidros elétricos,208.0,141.0
332,desembaçador traseiro,187.0,141.0
333,chave reserva,146.0,141.0
334,travas elétricas,159.0,141.0
335,direção elétrica,168.0,141.0
336,regulagem altura,155.0,141.0
337,ano cor,117.0,141.0
338,retrovisores elétricos,138.0,141.0
339,publicado revenda,71.0,144.0
340,chave reserva,146.0,144.0
341,ar condicionado,360.0,145.0
342,vidros elétricos,208.0,145.0
343,direção hidráulica,181.0,145.0
344,regulagem altura,155.0,145.0
345,ano cor,117.0,145.0
346,vidros elétricos,208.0,146.0
347,ipva pago,153.0,146.0
348,chave reserva,146.0,146.0
349,único dono,139.0,146.0
350,ar condicionado,360.0,147.0
351,computador bordo,210.0,147.0
352,vidros elétricos,208.0,147.0
353,rodas liga,207.0,147.0
354,direção hidráulica,181.0,147.0
355,liga leve,202.0,147.0
356,chave reserva,146.0,147.0
357,regulagem altura,155.0,147.0
358,ano cor,117.0,147.0
359,retrovisores elétricos,138.0,147.0
360,único dono,139.0,149.0
361,rodas liga,207.0,150.0
362,liga leve,202.0,150.0
363,chave reserva,146.0,150.0
364,ar condicionado,360.0,151.0
365,computador bordo,210.0,151.0
366,ipva pago,153.0,151.0
367,desembaçador traseiro,187.0,151.0
368,ano cor,117.0,151.0
369,pneus novos,95.0,152.0
370,air bag,165.0,154.0
371,liga leve,202.0,155.0
372,air bag,165.0,155.0
373,chave reserva,146.0,155.0
374,único dono,139.0,155.0
375,ar condicionado,360.0,156.0
376,vidros elétricos,208.0,156.0
377,desembaçador traseiro,187.0,156.0
378,chave reserva,146.0,156.0
379,travas elétricas,159.0,156.0
380,direção elétrica,168.0,156.0
381,regulagem altura,155.0,156.0
382,ano cor,117.0,156.0
383,retrovisores elétricos,138.0,156.0
384,publicado revenda,71.0,159.0
385,chave reserva,146.0,159.0
386,ar condicionado,360.0,160.0
387,vidros elétricos,208.0,160.0
388,direção hidráulica,181.0,160.0
389,regulagem altura,155.0,160.0
390,ano cor,117.0,160.0
391,vidros elétricos,208.0,161.0
392,ipva pago,153.0,161.0
393,chave reserva,146.0,161.0
394,único dono,139.0,161.0
395,ar condicionado,360.0,162.0
396,computador bordo,210.0,162.0
397,vidros elétricos,208.0,162.0
398,rodas liga,207.0,162.0
399,direção hidráulica,181.0,162.0
400,liga leve,202.0,162.0
401,chave reserva,146.0,162.0
402,regulagem altura,155.0,162.0
403,ano cor,117.0,162.0
404,retrovisores elétricos,138.0,162.0
405,único dono,139.0,164.0
406,bancos couro,145.0,165.0
407,rodas liga,207.0,166.0
408,liga leve,202.0,166.0
409,ipva pago,153.0,166.0
410,freio abs,169.0,166.0
411,chave reserva,146.0,166.0
412,direção elétrica,168.0,166.0
413,bancos couro,145.0,166.0
414,ano cor,117.0,166.0
415,retrovisores elétricos,138.0,166.0
416,computador bordo,210.0,167.0
417,rodas liga,207.0,167.0
418,direção elétrica,168.0,167.0
419,bancos couro,145.0,167.0
420,ano cor,117.0,167.0
421,retrovisores elétricos,138.0,167.0
422,ar condicionado,360.0,168.0
423,computador bordo,210.0,168.0
424,vidros elétricos,208.0,168.0
425,direção hidráulica,181.0,168.0
426,desembaçador traseiro,187.0,168.0
427,air bag,165.0,168.0
428,freio abs,169.0,168.0
429,travas elétricas,159.0,168.0
430,computador bordo,210.0,169.0
431,rodas liga,207.0,169.0
432,liga leve,202.0,169.0
433,único dono,139.0,170.0
434,computador bordo,210.0,171.0
435,vidros elétricos,208.0,171.0
436,rodas liga,207.0,171.0
437,liga leve,202.0,171.0
438,desembaçador traseiro,187.0,171.0
439,computador bordo,210.0,172.0
440,air bag,165.0,172.0
441,computador bordo,210.0,173.0
442,rodas liga,207.0,173.0
443,liga leve,202.0,173.0
444,ipva pago,153.0,173.0
445,desembaçador traseiro,187.0,173.0
446,freio abs,169.0,173.0
447,único dono,139.0,173.0
448,direção elétrica,168.0,173.0
449,regulagem altura,155.0,173.0
450,ano cor,117.0,173.0
451,retrovisores elétricos,138.0,173.0
452,ar condicionado,360.0,174.0
453,computador bordo,210.0,174.0
454,vidros elétricos,208.0,174.0
455,air bag,165.0,174.0
456,direção elétrica,168.0,174.0
457,bancos couro,145.0,174.0
458,ar condicionado,360.0,175.0
459,computador bordo,210.0,175.0
460,vidros elétricos,208.0,175.0
461,direção hidráulica,181.0,175.0
462,desembaçador traseiro,187.0,175.0
463,travas elétricas,159.0,175.0
464,chave reserva,146.0,176.0
465,vidros elétricos,208.0,178.0
466,rodas liga,207.0,178.0
467,liga leve,202.0,178.0
468,chave reserva,146.0,178.0
469,ar condicionado,360.0,179.0
470,computador bordo,210.0,179.0
471,rodas liga,207.0,179.0
472,liga leve,202.0,179.0
473,desembaçador traseiro,187.0,179.0
474,freio abs,169.0,179.0
475,direção elétrica,168.0,179.0
476,regulagem altura,155.0,179.0
477,bancos couro,145.0,179.0
478,ano cor,117.0,179.0
479,retrovisores elétricos,138.0,179.0
480,chave reserva,146.0,180.0
481,pneus novos,95.0,180.0
482,ano cor,117.0,181.0
483,ar condicionado,360.0,182.0
484,computador bordo,210.0,182.0
485,rodas liga,207.0,182.0
486,liga leve,202.0,182.0
487,desembaçador traseiro,187.0,182.0
488,freio abs,169.0,182.0
489,único dono,139.0,182.0
490,direção elétrica,168.0,182.0
491,regulagem altura,155.0,182.0
492,bancos couro,145.0,182.0
493,ano cor,117.0,182.0
494,retrovisores elétricos,138.0,182.0
495,ar condicionado,360.0,184.0
496,direção hidráulica,181.0,184.0
497,ipva pago,153.0,184.0
498,pneus novos,95.0,184.0
499,ar condicionado,360.0,185.0
500,rodas liga,207.0,185.0
501,direção hidráulica,181.0,185.0
502,liga leve,202.0,185.0
503,air bag,165.0,185.0
504,bancos couro,145.0,185.0
505,computador bordo,210.0,186.0
506,rodas liga,207.0,186.0
507,liga leve,202.0,186.0
508,ipva pago,153.0,186.0
509,desembaçador traseiro,187.0,186.0
510,freio abs,169.0,186.0
511,ano cor,117.0,186.0
512,retrovisores elétricos,138.0,186.0
513,único dono,139.0,187.0
514,ar condicionado,360.0,188.0
515,vidros elétricos,208.0,188.0
516,direção hidráulica,181.0,188.0
517,desembaçador traseiro,187.0,188.0
518,chave reserva,146.0,188.0
519,travas elétricas,159.0,188.0
520,ano cor,117.0,188.0
521,publicado revenda,71.0,189.0
522,ar condicionado,360.0,190.0
523,computador bordo,210.0,190.0
524,vidros elétricos,208.0,190.0
525,air bag,165.0,190.0
526,freio abs,169.0,190.0
527,travas elétricas,159.0,190.0
528,direção elétrica,168.0,190.0
529,ar condicionado,360.0,191.0
530,direção hidráulica,181.0,191.0
531,desembaçador traseiro,187.0,191.0
532,rodas liga,207.0,193.0
533,liga leve,202.0,193.0
534,ipva pago,153.0,193.0
535,desembaçador traseiro,187.0,193.0
536,freio abs,169.0,193.0
537,ano cor,117.0,193.0
538,computador bordo,210.0,194.0
539,air bag,165.0,194.0
540,pneus novos,95.0,194.0
541,ar condicionado,360.0,195.0
542,computador bordo,210.0,195.0
543,rodas liga,207.0,195.0
544,liga leve,202.0,195.0
545,desembaçador traseiro,187.0,195.0
546,freio abs,169.0,195.0
547,único dono,139.0,195.0
548,regulagem altura,155.0,195.0
549,bancos couro,145.0,195.0
550,ano cor,117.0,195.0
551,retrovisores elétricos,138.0,195.0
552,ar condicionado,360.0,196.0
553,computador bordo,210.0,196.0
554,rodas liga,207.0,196.0
555,liga leve,202.0,196.0
556,desembaçador traseiro,187.0,196.0
557,freio abs,169.0,196.0
558,único dono,139.0,196.0
559,regulagem altura,155.0,196.0
560,bancos couro,145.0,196.0
561,ano cor,117.0,196.0
562,retrovisores elétricos,138.0,196.0
563,ipva pago,153.0,198.0
564,ar condicionado,360.0,199.0
565,vidros elétricos,208.0,199.0
566,desembaçador traseiro,187.0,199.0
567,air bag,165.0,199.0
568,freio abs,169.0,199.0
569,travas elétricas,159.0,199.0
570,direção elétrica,168.0,199.0
571,vidros elétricos,208.0,200.0
572,rodas liga,207.0,200.0
573,liga leve,202.0,200.0
574,chave reserva,146.0,200.0
575,ar condicionado,360.0,201.0
576,computador bordo,210.0,201.0
577,rodas liga,207.0,201.0
578,liga leve,202.0,201.0
579,desembaçador traseiro,187.0,201.0
580,freio abs,169.0,201.0
581,direção elétrica,168.0,201.0
582,regulagem altura,155.0,201.0
583,bancos couro,145.0,201.0
584,ano cor,117.0,201.0
585,retrovisores elétricos,138.0,201.0
586,chave reserva,146.0,202.0
587,pneus novos,95.0,202.0
588,ano cor,117.0,203.0
589,ar condicionado,360.0,204.0
590,computador bordo,210.0,204.0
591,rodas liga,207.0,204.0
592,liga leve,202.0,204.0
593,desembaçador traseiro,187.0,204.0
594,freio abs,169.0,204.0
595,único dono,139.0,204.0
596,direção elétrica,168.0,204.0
597,regulagem altura,155.0,204.0
598,bancos couro,145.0,204.0
599,ano cor,117.0,204.0
600,retrovisores elétricos,138.0,204.0
601,ar condicionado,360.0,206.0
602,direção hidráulica,181.0,206.0
603,ipva pago,153.0,206.0
604,pneus novos,95.0,206.0
605,ar condicionado,360.0,207.0
606,rodas liga,207.0,207.0
607,direção hidráulica,181.0,207.0
608,liga leve,202.0,207.0
609,air bag,165.0,207.0
610,bancos couro,145.0,207.0
611,computador bordo,210.0,208.0
612,rodas liga,207.0,208.0
613,liga leve,202.0,208.0
614,ipva pago,153.0,208.0
615,desembaçador traseiro,187.0,208.0
616,freio abs,169.0,208.0
617,ano cor,117.0,208.0
618,retrovisores elétricos,138.0,208.0
619,único dono,139.0,209.0
620,ar condicionado,360.0,210.0
621,vidros elétricos,208.0,210.0
622,direção hidráulica,181.0,210.0
623,desembaçador traseiro,187.0,210.0
624,chave reserva,146.0,210.0
625,travas elétricas,159.0,210.0
626,ano cor,117.0,210.0
627,publicado revenda,71.0,211.0
628,ar condicionado,360.0,212.0
629,computador bordo,210.0,212.0
630,vidros elétricos,208.0,212.0
631,air bag,165.0,212.0
632,freio abs,169.0,212.0
633,travas elétricas,159.0,212.0
634,direção elétrica,168.0,212.0
635,ar condicionado,360.0,213.0
636,direção hidráulica,181.0,213.0
637,desembaçador traseiro,187.0,213.0
638,rodas liga,207.0,215.0
639,liga leve,202.0,215.0
640,ipva pago,153.0,215.0
641,desembaçador traseiro,187.0,215.0
642,freio abs,169.0,215.0
643,ano cor,117.0,215.0
644,computador bordo,210.0,216.0
645,air bag,165.0,216.0
646,pneus novos,95.0,216.0
647,ar condicionado,360.0,217.0
648,computador bordo,210.0,217.0
649,rodas liga,207.0,217.0
650,liga leve,202.0,217.0
651,desembaçador traseiro,187.0,217.0
652,freio abs,169.0,217.0
653,único dono,139.0,217.0
654,regulagem altura,155.0,217.0
655,bancos couro,145.0,217.0
656,ano cor,117.0,217.0
657,retrovisores elétricos,138.0,217.0
658,ar condicionado,360.0,218.0
659,computador bordo,210.0,218.0
660,rodas liga,207.0,218.0
661,liga leve,202.0,218.0
662,desembaçador traseiro,187.0,218.0
663,freio abs,169.0,218.0
664,único dono,139.0,218.0
665,regulagem altura,155.0,218.0
666,bancos couro,145.0,218.0
667,ano cor,117.0,218.0
668,retrovisores elétricos,138.0,218.0
669,ipva pago,153.0,220.0
670,ar condicionado,360.0,221.0
671,vidros elétricos,208.0,221.0
672,desembaçador traseiro,187.0,221.0
673,air bag,165.0,221.0
674,freio abs,169.0,221.0
675,travas elétricas,159.0,221.0
676,direção elétrica,168.0,221.0
677,chave reserva,146.0,222.0
678,bancos couro,145.0,222.0
679,ipva pago,153.0,223.0
680,desembaçador traseiro,187.0,223.0
681,freio abs,169.0,223.0
682,ano cor,117.0,223.0
683,ar condicionado,360.0,225.0
684,computador bordo,210.0,225.0
685,rodas liga,207.0,225.0
686,liga leve,202.0,225.0
687,freio abs,169.0,225.0
688,direção elétrica,168.0,225.0
689,regulagem altura,155.0,225.0
690,bancos couro,145.0,225.0
691,rodas liga,207.0,226.0
692,liga leve,202.0,226.0
693,ipva pago,153.0,226.0
694,desembaçador traseiro,187.0,226.0
